Percentile,Math_Fal_GK,Math_Fal_G1,Math_Fal_G2,Math_Fal_G3,Math_Fal_G4,Math_Fal_G5,Math_Fal_G6,Math_Fal_G7,Math_Fal_G8,Math_Fal_G9,Math_Fal_G10,Math_Fal_G11,Math_Fal_G12,Math_Win_GK,Math_Win_G1,Math_Win_G2,Math_Win_G3,Math_Win_G4,Math_Win_G5,Math_Win_G6,Math_Win_G7,Math_Win_G8,Math_Win_G9,Math_Win_G10,Math_Win_G11,Math_Win_G12,Math_Spr_GK,Math_Spr_G1,Math_Spr_G2,Math_Spr_G3,Math_Spr_G4,Math_Spr_G5,Math_Spr_G6,Math_Spr_G7,Math_Spr_G8,Math_Spr_G9,Math_Spr_G10,Math_Spr_G11,Math_Spr_G12,Read_Fal_GK,Read_Fal_G1,Read_Fal_G2,Read_Fal_G3,Read_Fal_G4,Read_Fal_G5,Read_Fal_G6,Read_Fal_G7,Read_Fal_G8,Read_Fal_G9,Read_Fal_G10,Read_Fal_G11,Read_Fal_G12,Read_Win_GK,Read_Win_G1,Read_Win_G2,Read_Win_G3,Read_Win_G4,Read_Win_G5,Read_Win_G6,Read_Win_G7,Read_Win_G8,Read_Win_G9,Read_Win_G10,Read_Win_G11,Read_Win_G12,Read_Spr_GK,Read_Spr_G1,Read_Spr_G2,Read_Spr_G3,Read_Spr_G4,Read_Spr_G5,Read_Spr_G6,Read_Spr_G7,Read_Spr_G8,Read_Spr_G9,Read_Spr_G10,Read_Spr_G11,Read_Spr_G12,Lang_Fal_G2,Lang_Fal_G3,Lang_Fal_G4,Lang_Fal_G5,Lang_Fal_G6,Lang_Fal_G7,Lang_Fal_G8,Lang_Fal_G9,Lang_Fal_G10,Lang_Fal_G11,Lang_Win_G2,Lang_Win_G3,Lang_Win_G4,Lang_Win_G5,Lang_Win_G6,Lang_Win_G7,Lang_Win_G8,Lang_Win_G9,Lang_Win_G10,Lang_Win_G11,Lang_Spr_G2,Lang_Spr_G3,Lang_Spr_G4,Lang_Spr_G5,Lang_Spr_G6,Lang_Spr_G7,Lang_Spr_G8,Lang_Spr_G9,Lang_Spr_G10,Lang_Spr_G11,Scie_Fal_G2,Scie_Fal_G3,Scie_Fal_G4,Scie_Fal_G5,Scie_Fal_G6,Scie_Fal_G7,Scie_Fal_G8,Scie_Fal_G9,Scie_Fal_G10,Scie_Win_G2,Scie_Win_G3,Scie_Win_G4,Scie_Win_G5,Scie_Win_G6,Scie_Win_G7,Scie_Win_G8,Scie_Win_G9,Scie_Win_G10,Scie_Spr_G2,Scie_Spr_G3,Scie_Spr_G4,Scie_Spr_G5,Scie_Spr_G6,Scie_Spr_G7,Scie_Spr_G8,Scie_Spr_G9,Scie_Spr_G10
61,2,-1,-2,-4,-3,-2,-4,-3,-3,-2,-3,-2,-5,1,-2,-2,-3,-1,-2,-3,-3,-3,-2,-2,-2,-4,1,-1,-1,-1,0,-2,-3,-3,-1,-1,0,-1,-3,1,0,-2,-1,0,0,-1,-2,-3,-3,-3,-5,-6,-1,-4,-4,-3,-3,-3,-3,-4,-3,-4,-5,-7,-8,0,-3,-3,-3,-2,-2,-3,-3,-3,-5,-5,-7,-9,-3,-3,-3,-2,-2,-3,-2,-2,-2,-3,-6,-5,-4,-3,-4,-3,-2,-2,-2,-3,-5,-4,-3,-3,-3,-3,-2,-3,-3,-4,-1,0,0,1,1,1,1,0,0,-3,-2,0,0,-1,0,0,0,-1,-2,-1,-1,1,-1,0,0,0,0
62,2,-1,-1,-4,-2,-3,-5,-4,-3,-2,-3,-3,-5,0,-2,-2,-2,-1,-3,-4,-3,-2,-2,-2,-2,-3,1,-1,-2,-1,1,-2,-2,-2,-1,-1,-1,-1,-4,1,-1,-2,-2,-1,0,-1,-2,-2,-3,-4,-5,-7,-1,-3,-4,-4,-2,-2,-3,-3,-4,-4,-4,-6,-7,-1,-3,-3,-3,-2,-2,-3,-3,-4,-4,-5,-6,-9,-3,-2,-2,-2,-3,-2,-1,-2,-2,-2,-6,-5,-4,-3,-4,-3,-2,-3,-3,-3,-5,-4,-3,-2,-3,-3,-2,-3,-3,-3,-2,-1,1,1,0,1,0,0,-1,-3,-2,-1,0,-1,0,0,-1,-1,-3,-1,-1,1,-1,-1,-1,0,-1
63,1,0,-1,-4,-2,-2,-4,-3,-3,-2,-3,-3,-5,1,-1,-2,-3,-1,-2,-3,-3,-3,-1,-2,-1,-4,1,-1,-1,-1,0,-2,-3,-3,-1,-1,0,0,-3,0,0,-1,-1,0,-1,-1,-2,-3,-3,-3,-5,-6,0,-3,-4,-3,-3,-2,-3,-3,-3,-4,-5,-7,-8,-1,-3,-4,-3,-2,-2,-3,-4,-3,-5,-5,-7,-9,-3,-3,-2,-2,-2,-3,-1,-3,-2,-3,-6,-5,-4,-3,-3,-3,-2,-3,-3,-3,-6,-4,-3,-3,-4,-3,-2,-3,-3,-3,-1,0,0,1,0,1,0,0,0,-3,-1,-1,1,-1,-1,-1,-1,-1,-2,-2,0,1,-1,0,0,-1,0
64,2,-1,-2,-3,-2,-3,-5,-3,-3,-3,-3,-2,-5,1,-2,-2,-2,0,-2,-4,-2,-2,-2,-2,-2,-4,1,-1,-1,-1,1,-2,-2,-2,-1,-1,-1,-1,-4,0,0,-2,-2,-1,0,-1,-2,-2,-3,-4,-5,-7,-1,-3,-4,-4,-2,-2,-3,-3,-3,-4,-4,-6,-7,0,-3,-3,-3,-3,-2,-3,-3,-4,-4,-5,-6,-10,-4,-2,-2,-1,-3,-2,-2,-2,-2,-2,-6,-4,-4,-3,-4,-3,-2,-3,-3,-3,-5,-4,-3,-2,-3,-3,-2,-3,-2,-3,-2,0,1,2,1,1,1,0,0,-3,-1,0,0,-1,0,0,0,-1,-2,-1,0,1,-1,0,0,0,-1
65,2,-1,-1,-4,-2,-3,-5,-3,-3,-2,-3,-3,-5,0,-1,-2,-2,-1,-2,-3,-3,-3,-1,-2,-2,-4,1,0,-1,-1,0,-2,-3,-3,-1,-1,-1,-1,-4,1,-1,-1,-1,0,-1,-2,-2,-3,-3,-3,-5,-6,-1,-3,-4,-3,-3,-2,-3,-3,-4,-4,-5,-6,-8,-1,-3,-4,-2,-2,-2,-4,-4,-4,-5,-6,-7,-9,-3,-3,-2,-2,-2,-2,-1,-3,-3,-2,-6,-5,-3,-3,-3,-3,-2,-3,-3,-3,-6,-4,-3,-3,-4,-3,-1,-3,-3,-3,-1,-1,1,1,0,1,0,0,-1,-3,-2,-1,0,-1,0,0,-1,-2,-3,-1,-1,1,-1,0,0,-1,-1
66,1,0,-1,-4,-1,-2,-4,-3,-3,-3,-3,-2,-5,1,-1,-1,-3,0,-2,-3,-2,-2,-2,-2,-2,-4,1,-1,-1,-1,1,-2,-2,-2,-2,-1,0,0,-3,0,0,-2,-1,-1,0,-1,-2,-2,-3,-4,-5,-7,0,-3,-3,-4,-2,-3,-2,-3,-3,-4,-4,-6,-8,-1,-3,-3,-3,-3,-3,-3,-3,-4,-4,-5,-6,-10,-4,-2,-2,-1,-2,-2,-2,-2,-2,-2,-6,-4,-4,-3,-4,-3,-2,-2,-2,-3,-5,-4,-3,-3,-3,-2,-2,-2,-2,-3,-1,0,1,1,0,1,1,0,0,-3,-1,-1,1,-1,0,0,-1,-1,-2,-2,0,1,-1,0,0,0,-1
67,2,-1,-1,-3,-2,-3,-5,-3,-3,-2,-3,-3,-6,1,-2,-2,-2,-1,-3,-3,-3,-3,-1,-2,-2,-4,2,-1,0,0,1,-2,-3,-3,-1,-1,-1,-1,-4,0,-1,-1,-1,0,-1,-1,-1,-3,-3,-3,-5,-6,0,-3,-4,-3,-3,-2,-3,-3,-4,-4,-5,-6,-8,0,-3,-3,-2,-2,-2,-3,-4,-4,-5,-6,-7,-9,-3,-2,-2,-2,-3,-2,-1,-3,-2,-2,-6,-5,-3,-3,-4,-3,-2,-3,-3,-2,-5,-4,-3,-2,-3,-3,-1,-3,-3,-3,-2,0,1,2,1,1,1,-1,-1,-3,-1,0,1,-1,0,0,-1,-1,-2,-1,0,1,-1,0,0,0,-1
68,2,0,-1,-4,-2,-2,-4,-3,-3,-3,-4,-2,-5,1,-1,-1,-3,-1,-2,-3,-2,-2,-2,-2,-1,-4,1,-1,-1,-1,1,-2,-2,-2,-2,-1,0,0,-4,0,-1,-1,-1,-1,0,-1,-2,-2,-3,-4,-5,-7,-1,-3,-3,-3,-2,-3,-2,-3,-3,-4,-4,-6,-8,-1,-3,-3,-3,-2,-2,-3,-3,-4,-4,-5,-6,-10,-3,-2,-1,-2,-2,-3,-1,-2,-2,-2,-6,-4,-4,-3,-3,-3,-1,-2,-2,-3,-5,-4,-3,-3,-3,-3,-2,-2,-2,-3,-1,-1,1,1,1,2,0,0,-1,-3,-2,-1,0,-1,0,-1,-1,-1,-3,-1,-1,1,0,0,0,-1,0
69,1,0,0,-3,-2,-3,-5,-3,-3,-2,-3,-3,-5,1,-1,-2,-2,0,-3,-3,-3,-2,-2,-2,-2,-4,1,-1,-1,0,1,-2,-3,-3,-1,-1,-1,-1,-3,0,0,-1,-1,0,-1,-1,-1,-2,-3,-3,-5,-6,-1,-3,-4,-3,-3,-2,-3,-3,-4,-4,-5,-6,-8,-1,-2,-3,-2,-2,-2,-3,-3,-4,-5,-5,-7,-10,-3,-2,-2,-1,-3,-2,-2,-2,-2,-2,-5,-4,-3,-2,-4,-2,-2,-3,-3,-2,-5,-4,-3,-2,-3,-3,-2,-3,-3,-3,-1,0,1,1,1,1,1,0,0,-3,-1,-1,1,-1,0,0,-1,-1,-2,-1,0,1,-1,0,0,0,-1
70,2,-1,-1,-4,-2,-2,-4,-3,-3,-3,-3,-3,-5,1,-1,-2,-2,-1,-2,-3,-2,-2,-2,-2,-1,-4,2,-1,0,0,1,-2,-2,-2,-2,-1,-1,-1,-4,0,-1,-1,-1,0,0,-1,-2,-2,-3,-4,-5,-6,0,-3,-3,-3,-2,-2,-3,-3,-3,-4,-4,-6,-8,0,-3,-3,-3,-2,-2,-3,-3,-4,-4,-5,-6,-10,-3,-2,-1,-2,-2,-2,-1,-2,-2,-1,-6,-5,-3,-3,-3,-3,-1,-2,-2,-3,-5,-4,-3,-2,-3,-3,-1,-3,-2,-2,-2,0,1,2,1,1,0,0,-1,-3,-1,0,1,-1,0,0,-1,-2,-2,-1,0,1,-1,0,0,-1,0
71,2,0,-1,-3,-2,-3,-5,-3,-3,-2,-3,-2,-5,1,-1,-1,-2,0,-2,-3,-3,-2,-2,-2,-2,-4,1,-1,-1,0,1,-2,-2,-2,-1,-1,0,0,-4,0,-1,-1,-1,0,-1,-1,-1,-2,-3,-3,-5,-6,-1,-3,-4,-3,-2,-2,-3,-3,-4,-4,-5,-6,-9,-1,-3,-3,-2,-2,-2,-3,-3,-4,-5,-5,-7,-10,-3,-2,-2,-1,-2,-2,-2,-2,-2,-2,-5,-4,-3,-2,-4,-2,-2,-3,-3,-2,-5,-3,-3,-2,-3,-2,-2,-3,-2,-3,-1,0,1,1,0,1,1,0,0,-2,-2,-1,1,-1,0,0,-1,-1,-3,-1,-1,1,0,0,0,0,-1
72,1,0,-1,-3,-2,-2,-4,-3,-3,-3,-3,-3,-6,1,-2,-2,-2,-1,-2,-3,-3,-2,-2,-2,-2,-4,1,-1,0,0,1,-1,-2,-3,-1,-1,-1,-1,-4,0,0,-1,-1,0,0,-1,-2,-2,-3,-4,-5,-6,-1,-3,-3,-3,-2,-2,-3,-3,-3,-4,-4,-6,-8,-1,-3,-3,-3,-2,-2,-3,-3,-3,-4,-5,-6,-10,-3,-2,-2,-2,-2,-2,-1,-2,-2,-1,-6,-5,-3,-3,-3,-3,-1,-2,-2,-3,-5,-4,-2,-2,-3,-3,-1,-3,-2,-2,-2,0,1,2,1,1,1,-1,-1,-3,-1,0,1,0,0,0,-1,-1,-2,-1,0,2,-1,0,1,-1,-1
73,2,0,-1,-3,-1,-2,-5,-3,-4,-3,-3,-2,-5,1,-1,-1,-2,0,-2,-3,-3,-2,-2,-2,-1,-4,2,0,-1,0,1,-2,-2,-2,-2,-1,0,-1,-4,0,-1,-1,-1,0,-1,-1,-1,-2,-4,-3,-5,-7,0,-3,-3,-3,-2,-2,-3,-3,-4,-4,-5,-7,-9,0,-3,-3,-2,-2,-2,-3,-3,-4,-5,-5,-7,-10,-3,-2,-2,-1,-2,-2,-2,-2,-2,-2,-5,-4,-3,-3,-3,-3,-2,-3,-2,-2,-5,-3,-3,-2,-3,-2,-2,-3,-2,-3,-1,0,1,2,1,2,0,0,-1,-3,-1,0,1,-1,0,0,-1,-1,-3,-1,0,1,0,0,0,-1,-1
74,1,0,0,-3,-2,-2,-4,-3,-3,-3,-3,-3,-5,1,-1,-1,-2,-1,-2,-3,-3,-3,-3,-2,-2,-4,1,-1,0,0,1,-1,-2,-3,-1,-1,0,0,-4,-1,0,-1,-1,0,0,-1,-2,-2,-3,-4,-5,-6,-1,-2,-3,-2,-2,-2,-3,-3,-3,-5,-4,-6,-9,-1,-3,-3,-3,-1,-2,-3,-3,-4,-5,-5,-7,-10,-3,-2,-1,-2,-2,-2,-1,-2,-2,-1,-6,-4,-3,-2,-3,-3,-2,-2,-2,-2,-5,-4,-2,-2,-3,-3,-1,-2,-2,-2,-1,0,1,1,0,1,1,0,0,-3,-1,-1,1,-1,0,0,-1,-1,-3,-1,0,2,0,0,1,0,-1
75,1,0,-1,-3,-1,-2,-5,-3,-4,-3,-4,-3,-6,1,-1,-1,-1,0,-1,-3,-3,-2,-2,-2,-2,-4,2,0,0,0,1,-2,-2,-2,-2,-1,-1,0,-4,-1,0,-1,-1,0,-1,-1,-1,-3,-4,-4,-5,-7,-1,-3,-3,-3,-2,-2,-3,-3,-4,-4,-5,-7,-8,0,-3,-3,-2,-2,-2,-3,-3,-4,-4,-5,-7,-11,-3,-2,-2,-1,-2,-2,-1,-2,-2,-2,-5,-4,-3,-3,-3,-3,-1,-3,-2,-2,-5,-3,-3,-2,-3,-2,-2,-2,-2,-3,-2,0,1,2,1,1,0,0,-1,-3,-1,0,1,0,0,0,-1,-2,-2,-1,0,2,-1,1,0,-1,0
76,2,0,0,-3,-2,-2,-4,-4,-3,-3,-3,-2,-5,1,-1,-1,-2,0,-2,-3,-3,-2,-2,-2,-1,-5,1,-1,0,0,1,-2,-2,-3,-1,-1,0,-1,-4,0,-1,-1,0,0,0,-1,-2,-2,-3,-4,-5,-6,-1,-3,-3,-2,-2,-1,-2,-3,-3,-4,-4,-6,-9,-1,-2,-3,-2,-1,-2,-3,-3,-4,-5,-5,-7,-11,-3,-2,-1,-1,-2,-2,-1,-2,-1,-1,-6,-3,-3,-2,-3,-2,-2,-2,-2,-2,-5,-4,-2,-2,-3,-3,-1,-2,-2,-2,-1,1,1,1,1,1,1,0,0,-2,-2,0,1,-1,1,0,-1,-1,-3,-1,-1,1,0,0,0,0,-1
77,1,0,-1,-2,-1,-2,-5,-3,-3,-3,-3,-3,-5,1,-1,-1,-1,0,-1,-3,-2,-2,-2,-2,-1,-4,1,0,0,1,1,-1,-2,-2,-1,-1,0,0,-4,-1,0,-1,-1,0,0,-1,-1,-3,-3,-4,-5,-6,-1,-3,-3,-3,-2,-2,-3,-3,-3,-4,-5,-6,-9,-1,-3,-3,-2,-2,-2,-3,-3,-4,-4,-5,-6,-10,-3,-2,-1,-1,-2,-2,-1,-2,-2,-2,-5,-4,-3,-3,-3,-3,-1,-2,-2,-2,-5,-3,-3,-1,-2,-2,-2,-2,-2,-2,-2,0,1,2,1,1,1,-1,-1,-3,-1,0,1,0,0,0,-1,-2,-2,-1,0,2,-1,1,0,-1,0
78,2,0,0,-3,-2,-2,-4,-3,-4,-3,-4,-3,-6,1,-1,-1,-2,0,-2,-3,-3,-2,-2,-2,-2,-4,2,-1,0,0,1,-2,-1,-2,-2,-1,0,0,-4,-1,-1,-1,0,0,0,-1,-2,-2,-4,-3,-5,-7,0,-3,-3,-2,-2,-1,-2,-3,-3,-4,-5,-6,-9,0,-2,-3,-2,-1,-1,-3,-3,-4,-5,-5,-7,-11,-3,-2,-1,-1,-2,-2,-1,-2,-1,-1,-6,-3,-3,-2,-3,-2,-1,-2,-2,-1,-5,-3,-2,-2,-3,-3,-1,-2,-2,-2,-1,1,1,2,1,2,1,0,-1,-3,-1,0,2,-1,1,0,-1,-1,-2,-1,0,1,0,0,0,0,-1
79,1,0,-1,-2,-1,-2,-5,-3,-3,-3,-3,-2,-5,1,-1,-1,-1,0,-2,-3,-3,-2,-2,-2,-1,-5,1,0,0,1,2,-1,-2,-3,-1,-1,-1,0,-4,-1,0,-1,-1,0,0,0,-2,-3,-3,-4,-5,-6,-1,-2,-2,-2,-2,-2,-3,-3,-3,-5,-4,-6,-9,-1,-3,-2,-2,-2,-2,-3,-3,-3,-5,-5,-7,-11,-3,-2,-2,-1,-2,-2,-1,-2,-1,-2,-5,-4,-3,-2,-3,-2,-1,-3,-1,-2,-5,-3,-3,-1,-2,-2,-1,-3,-2,-2,-2,0,1,2,1,1,1,-1,-1,-3,-1,0,1,0,0,0,-1,-2,-2,-1,0,2,0,1,1,-1,0
80,2,0,0,-3,-2,-2,-4,-3,-4,-3,-4,-3,-5,1,-1,-1,-2,0,-2,-3,-3,-2,-3,-3,-1,-5,2,0,0,0,1,-1,-2,-2,-1,0,0,0,-4,-1,-1,-1,-1,0,0,-1,-2,-2,-4,-4,-5,-6,-1,-3,-3,-2,-2,-1,-2,-3,-4,-4,-5,-7,-9,0,-2,-3,-2,-2,-1,-3,-3,-4,-4,-5,-6,-11,-4,-2,-1,-1,-2,-2,-1,-2,-2,-1,-6,-3,-3,-2,-3,-2,-1,-2,-2,-1,-5,-3,-2,-2,-3,-3,-1,-2,-2,-2,-1,0,2,2,1,2,1,0,-1,-3,-1,0,2,0,1,1,-1,-1,-2,-1,0,2,0,0,1,0,-1
81,2,0,0,-2,-1,-2,-5,-3,-4,-4,-4,-3,-5,1,-1,0,-1,0,-2,-3,-3,-2,-2,-2,-1,-5,1,0,1,1,2,-1,-1,-2,-1,-1,0,0,-4,-1,0,-1,0,1,0,-1,-2,-2,-4,-3,-5,-7,-1,-2,-2,-2,-2,-2,-3,-2,-3,-4,-5,-6,-8,-1,-3,-2,-1,-1,-2,-2,-3,-3,-5,-5,-7,-12,-3,-1,-2,-1,-2,-2,-1,-2,-1,-1,-5,-3,-3,-2,-3,-2,-1,-2,-1,-2,-5,-3,-2,-1,-2,-2,-1,-2,-1,-2,-1,0,1,1,2,1,1,-1,-1,-2,0,0,1,0,0,0,-1,-2,-3,-1,0,2,0,1,1,-1,-1
82,1,1,0,-3,-1,-2,-4,-3,-3,-4,-4,-3,-6,1,-1,0,-1,0,-1,-3,-2,-2,-2,-2,-2,-4,2,0,0,1,2,-1,-2,-2,-2,-1,0,0,-5,-1,-1,0,-1,0,1,-1,-1,-3,-3,-4,-5,-6,-1,-3,-3,-3,-1,-2,-2,-3,-3,-5,-4,-6,-9,0,-2,-2,-2,-2,-2,-3,-3,-3,-5,-5,-7,-11,-3,-2,-1,0,-2,-1,-1,-2,-2,-1,-5,-4,-2,-2,-3,-2,-1,-2,-2,-2,-5,-3,-2,-2,-2,-2,-1,-2,-2,-2,-1,0,2,2,1,2,1,0,-1,-3,-1,0,2,0,1,1,-1,-1,-2,-1,0,2,0,0,1,0,0
83,2,0,1,-2,-1,-2,-5,-3,-3,-3,-3,-2,-6,1,-1,0,-1,1,-2,-3,-2,-3,-3,-2,-1,-4,1,0,1,0,2,-1,-2,-2,-1,-1,0,0,-5,-1,0,-1,-1,0,0,-1,-2,-2,-4,-4,-4,-6,-1,-2,-3,-2,-2,-1,-2,-3,-3,-4,-5,-6,-9,-1,-2,-2,-2,-1,-1,-3,-3,-4,-5,-5,-6,-11,-3,-1,-1,-1,-2,-2,-1,-1,-1,-1,-6,-3,-3,-2,-2,-2,-2,-2,-2,-1,-5,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,0,1,2,2,1,1,-1,-1,-2,0,0,2,0,0,0,-1,-2,-3,-1,1,2,0,1,1,-1,-1
84,1,1,0,-2,-1,-2,-5,-4,-4,-4,-4,-2,-5,1,-1,0,-1,0,-1,-3,-3,-2,-3,-3,-1,-4,2,-1,0,1,2,-1,-1,-2,-1,-1,-1,0,-5,-2,-1,0,0,1,0,-1,-2,-2,-4,-3,-5,-7,-1,-3,-2,-2,-2,-2,-3,-2,-3,-4,-5,-6,-9,0,-3,-2,-1,-1,-2,-2,-3,-3,-5,-5,-7,-11,-3,-1,-1,-1,-2,-1,-1,-2,-1,-1,-5,-4,-2,-2,-3,-3,-1,-1,-1,-2,-5,-3,-2,-1,-2,-2,-1,-2,-1,-2,-1,1,2,2,1,2,1,0,-1,-3,-1,0,2,0,1,0,-2,-1,-2,-1,0,2,0,0,1,-1,0
85,2,0,1,-2,0,-2,-4,-3,-4,-4,-4,-3,-5,1,0,-1,0,1,-1,-3,-3,-2,-2,-3,-1,-5,1,0,1,1,2,-1,-2,-2,-1,0,0,0,-5,-1,0,0,0,1,1,-1,-1,-3,-4,-4,-5,-7,-1,-3,-3,-2,-1,-2,-2,-3,-3,-4,-4,-6,-9,-1,-2,-2,-1,-2,-2,-3,-3,-3,-5,-5,-7,-12,-3,-2,-1,0,-1,-2,-1,-2,0,-1,-5,-3,-2,-2,-2,-2,-1,-2,-1,-1,-5,-3,-2,-2,-3,-2,-1,-2,-2,-1,-2,0,1,3,2,1,1,-1,-1,-2,0,0,2,0,0,1,-1,-1,-3,-1,1,2,0,1,0,0,-1
86,1,1,1,-2,-1,-2,-4,-3,-3,-4,-4,-3,-5,1,-1,0,-1,1,-1,-3,-2,-2,-2,-2,-1,-5,2,-1,1,1,3,-1,-2,-2,-1,0,0,0,-5,-2,-1,0,-1,0,1,-1,-2,-2,-3,-4,-5,-7,-1,-2,-2,-2,-1,-1,-2,-3,-4,-5,-4,-6,-10,0,-2,-2,-2,-1,-1,-3,-3,-4,-5,-5,-7,-12,-3,-1,-1,-1,-2,-2,0,-1,-1,-1,-5,-3,-2,-2,-2,-2,-1,-2,-2,-1,-5,-2,-1,-1,-2,-2,0,-2,-2,-1,-1,1,2,2,1,2,1,-1,-2,-3,-1,0,2,0,1,0,-2,-2,-2,-1,0,3,0,1,1,-1,-1
87,1,0,0,-2,-1,-1,-5,-3,-3,-4,-4,-3,-5,1,0,0,-1,1,-2,-2,-2,-2,-2,-2,-1,-5,1,0,1,1,2,-1,-2,-2,-1,0,0,0,-5,-1,0,0,0,0,0,-1,-2,-2,-3,-4,-4,-7,-2,-3,-2,-2,-2,-1,-2,-2,-3,-5,-5,-6,-10,-1,-2,-2,-1,-1,-1,-2,-3,-4,-5,-5,-7,-12,-3,-1,0,-1,-2,-1,-1,-1,-1,0,-5,-3,-2,-1,-2,-1,-1,-1,-1,-1,-4,-2,-1,-1,-2,-2,-1,-1,-1,-2,-1,0,1,3,2,2,1,-1,-1,-2,0,1,2,0,1,1,-1,-1,-2,0,1,2,1,1,1,-1,0
88,2,0,1,-2,0,-2,-5,-4,-3,-4,-4,-3,-5,1,0,1,0,0,-1,-3,-2,-2,-2,-2,-1,-5,2,0,1,1,2,0,-1,-2,-1,0,0,0,-5,-2,-1,0,0,1,0,-1,-2,-2,-4,-4,-4,-6,-1,-2,-2,-2,-2,-1,-3,-2,-3,-5,-5,-6,-10,0,-2,-2,-1,-1,-1,-2,-3,-3,-5,-5,-6,-12,-3,-1,-1,0,-1,-1,-1,-2,-1,0,-5,-2,-2,-2,-2,-2,-1,-1,-1,0,-5,-3,-2,-2,-2,-1,-1,-1,-1,-2,-1,1,2,2,1,2,1,-1,-1,-2,-1,0,2,1,1,1,-1,-1,-3,-1,1,3,0,1,2,0,0
89,1,1,1,-2,0,-2,-5,-4,-3,-4,-4,-3,-6,1,-1,0,0,1,-1,-3,-2,-2,-2,-2,-1,-5,2,0,1,2,2,0,-1,-2,-1,0,1,0,-4,-2,0,0,0,1,0,0,-1,-2,-4,-3,-5,-6,-1,-2,-2,-2,-1,-2,-2,-3,-3,-4,-5,-5,-10,0,-2,-2,-1,-1,-2,-3,-2,-3,-5,-5,-6,-13,-3,-1,-1,0,-1,-2,-1,-2,0,0,-5,-3,-2,-2,-2,-2,0,-2,-1,-1,-5,-2,-2,-1,-2,-1,-1,-2,-1,-1,-1,1,2,2,1,2,1,-1,-2,-3,-1,1,2,0,1,0,-2,-2,-2,0,0,3,0,1,1,-1,-1
90,1,0,1,-2,-1,-2,-4,-4,-3,-4,-4,-3,-6,2,0,0,0,1,-1,-3,-2,-2,-2,-3,-1,-5,1,0,1,2,3,0,-1,-2,-1,0,0,1,-5,-2,0,0,0,1,1,0,-1,-2,-4,-3,-5,-7,-1,-2,-1,-2,-1,-1,-2,-3,-3,-5,-5,-5,-10,-1,-2,-1,-1,-1,-1,-3,-2,-3,-5,-5,-6,-13,-3,0,-1,-1,-1,-2,0,-2,0,0,-5,-3,-1,-1,-2,-2,0,-2,-1,-1,-5,-2,-1,-1,-2,-2,0,-2,-1,-1,-1,0,1,3,2,2,1,-1,-2,-2,0,1,2,0,1,1,-2,-1,-2,0,1,2,1,1,1,-1,-1
91,2,0,2,-2,-1,-1,-4,-4,-3,-4,-4,-2,-6,2,0,0,0,1,-1,-3,-2,-2,-3,-3,-1,-5,2,0,2,2,3,0,-1,-2,-1,-1,0,1,-5,-2,0,0,0,1,1,0,-1,-2,-4,-4,-4,-7,-1,-3,-1,-2,-1,-1,-2,-3,-3,-5,-5,-6,-10,0,-1,-1,-1,-1,-1,-3,-2,-3,-5,-5,-7,-13,-3,0,-1,-1,-2,-1,0,-1,0,0,-4,-3,-1,-1,-1,-2,-1,-2,0,-1,-5,-2,-1,-1,-2,-2,0,-2,-1,-1,-1,1,2,3,2,2,2,-1,-1,-2,0,0,2,1,1,1,-1,-1,-3,-1,1,3,0,1,1,-1,0
92,1,0,2,-1,-1,-1,-4,-4,-4,-4,-4,-3,-5,1,0,1,1,1,-1,-3,-2,-2,-3,-2,-1,-6,2,0,2,2,3,0,-1,-2,-1,-1,1,1,-5,-3,-1,0,0,1,1,0,-1,-2,-4,-4,-4,-7,-2,-2,-1,-2,-1,0,-2,-3,-3,-5,-4,-6,-10,0,-1,-1,-1,-1,-1,-3,-2,-3,-5,-5,-7,-13,-3,0,-1,-1,-1,-1,0,-1,0,0,-4,-3,-1,-1,-1,-2,-1,-2,0,0,-5,-2,-1,-1,-2,-2,0,-2,-1,-1,-1,1,2,2,1,2,2,-1,-1,-2,-1,1,2,1,2,1,-1,-1,-2,0,1,3,0,1,1,-1,0
93,1,1,2,-1,0,-2,-5,-3,-4,-5,-5,-3,-6,1,0,1,1,2,0,-2,-3,-3,-3,-3,0,-5,2,0,2,2,4,0,-1,-2,-1,0,0,1,-6,-3,-1,0,1,1,0,0,-2,-2,-4,-4,-5,-7,-2,-2,-1,-1,0,-1,-2,-2,-3,-4,-4,-6,-10,0,-1,-1,0,-1,-1,-2,-3,-4,-5,-5,-6,-13,-3,0,-1,0,-1,-1,0,-2,0,0,-5,-2,-1,-1,-1,-2,0,-1,0,0,-5,-2,-1,-1,-2,-2,0,-1,-1,0,-1,1,2,2,1,2,2,-1,-1,-2,0,1,2,1,2,1,-1,-1,-2,0,1,3,0,1,1,-1,-1
